,Room_type
38413,Entire home/apt
38414,Private room
38415,Shared room
38416,Shared room
38417,Private room
38418,Shared room
38420,Entire home/apt
38421,Entire home/apt
38423,Entire home/apt
38424,Entire home/apt
38425,Private room
38426,Entire home/apt
38427,Private room
38428,Private room
38429,Entire home/apt
38430,Not mentioned
38431,Not mentioned
38432,Not mentioned
38433,Not mentioned
38435,Entire home/apt
38436,Shared room
38437,Not mentioned
38438,Not mentioned
38439,Not mentioned
38441,Entire home/apt
38442,Not mentioned
38444,Private room
38446,Private room
38447,Private room
38449,Entire home/apt
38450,Private room
38451,Private room
38452,Not mentioned
38454,Entire home/apt
38455,Not mentioned
38456,Not mentioned
38457,Not mentioned
38459,Entire home/apt
38460,Entire home/apt
38461,Private room
38462,Not mentioned
38463,Not mentioned
38465,Entire home/apt
38466,Private room
38467,Not mentioned
38468,Not mentioned
38469,Not mentioned
38470,Not mentioned
38471,Not mentioned
38473,Entire home/apt
38474,Not mentioned
38476,Private room
38477,Private room
38478,Shared room
38479,Shared room
38480,Not mentioned
38482,Entire home/apt
38483,Entire home/apt
38485,Entire home/apt
38487,Entire home/apt
38488,Not mentioned
38489,Not mentioned
38490,Not mentioned
38491,Not mentioned
38492,Not mentioned
38493,Private room
38494,Not mentioned
38495,Private room
38496,Not mentioned
38497,Not mentioned
38499,Private room
38500,Entire home/apt
38501,Private room
38502,Not mentioned
38504,Entire home/apt
38505,Not mentioned
38506,Not mentioned
38507,Not mentioned
38508,Not mentioned
38510,Entire home/apt
38511,Not mentioned
38512,Not mentioned
38513,Not mentioned
38514,Not mentioned
38515,Entire home/apt
38516,Private room
38517,Not mentioned
38518,Not mentioned
38519,Not mentioned
38520,Entire home/apt
38521,Not mentioned
38522,Not mentioned
38524,Entire home/apt
38525,Not mentioned
38526,Not mentioned
38527,Shared room
38528,Entire home/apt
38530,Private room
38531,Not mentioned
38532,Not mentioned
38534,Entire home/apt
38535,Not mentioned
38536,Not mentioned
38537,Not mentioned
38538,Not mentioned
38539,Not mentioned
38540,Not mentioned
38541,Not mentioned
38542,Not mentioned
38543,Not mentioned
38544,Not mentioned
38545,Not mentioned
38547,Entire home/apt
38548,Not mentioned
38549,Not mentioned
38550,Not mentioned
38552,Entire home/apt
38554,Entire home/apt
38555,Not mentioned
38557,Entire home/apt
38558,Entire home/apt
38559,Entire home/apt
38560,Not mentioned
38562,Private room
38563,Entire home/apt
38565,Private room
38566,Not mentioned
38567,Not mentioned
38568,Not mentioned
38569,Not mentioned
38571,Entire home/apt
38572,Not mentioned
38573,Not mentioned
38574,Not mentioned
38575,Entire home/apt
38576,Not mentioned
38577,Not mentioned
38578,Not mentioned
38580,Entire home/apt
38581,Not mentioned
38583,Entire home/apt
38585,Private room
38586,Not mentioned
38588,Entire home/apt
38589,Not mentioned
38590,Not mentioned
38591,Not mentioned
38592,Not mentioned
38593,Not mentioned
38595,Private room
38596,Not mentioned
38597,Not mentioned
38599,Entire home/apt
38600,Entire home/apt
38602,Entire home/apt
38603,Entire home/apt
38604,Private room
38605,Private room
38607,Entire home/apt
38608,Not mentioned
38610,Entire home/apt
38611,Not mentioned
38613,Entire home/apt
38614,Shared room
38615,Shared room
38616,Not mentioned
38617,Not mentioned
38618,Not mentioned
38620,Entire home/apt
38621,Not mentioned
38622,Not mentioned
38624,Entire home/apt
38625,Entire home/apt
38626,Private room
38628,Private room
38629,Not mentioned
38631,Entire home/apt
38633,Private room
38635,Private room
38636,Shared room
38637,Private room
38639,Entire home/apt
38640,Not mentioned
38642,Entire home/apt
38643,Not mentioned
38644,Entire home/apt
38645,Not mentioned
38646,Not mentioned
38647,Not mentioned
38649,Private room
38650,Not mentioned
38651,Private room
38652,Not mentioned
38654,Private room
38655,Not mentioned
38656,Not mentioned
38658,Entire home/apt
38659,Not mentioned
38660,Not mentioned
38661,Not mentioned
38662,Not mentioned
38663,Not mentioned
38664,Not mentioned
38665,Not mentioned
38666,Not mentioned
38668,Entire home/apt
38669,Not mentioned
38670,Not mentioned
38671,Not mentioned
38672,Not mentioned
38674,Entire home/apt
38675,Shared room
38676,Not mentioned
38677,Not mentioned
38679,Entire home/apt
38680,Entire home/apt
38681,Private room
38682,Entire home/apt
38683,Private room
38684,Shared room
38685,Entire home/apt
38686,Shared room
38687,Private room
38688,Private room
38689,Shared room
38690,Shared room
38691,Not mentioned
38693,Entire home/apt
38694,Private room
38695,Private room
38696,Not mentioned
38698,Private room
38699,Not mentioned
38701,Private room
38702,Entire home/apt
38704,Entire home/apt
38705,Entire home/apt
38706,Not mentioned
38708,Entire home/apt
38709,Entire home/apt
38710,Private room
38711,Entire home/apt
38712,Private room
38713,Not mentioned
38714,Not mentioned
38715,Not mentioned
38716,Not mentioned
38718,Entire home/apt
38719,Entire home/apt
38720,Not mentioned
38721,Not mentioned
38722,Entire home/apt
38723,Entire home/apt
38724,Not mentioned
38725,Not mentioned
38726,Not mentioned
38727,Not mentioned
38728,Not mentioned
38729,Not mentioned
38730,Entire home/apt
38731,Not mentioned
38732,Private room
38734,Private room
38735,Private room
38736,Entire home/apt
38738,Entire home/apt
38739,Entire home/apt
38740,Private room
38741,Entire home/apt
38742,Private room
38743,Not mentioned
38744,Not mentioned
38745,Not mentioned
38746,Not mentioned
38748,Entire home/apt
38749,Not mentioned
38751,Entire home/apt
38752,Private room
38753,Entire home/apt
38754,Not mentioned
38755,Entire home/apt
38756,Not mentioned
38757,Not mentioned
38758,Not mentioned
38759,Not mentioned
38761,Entire home/apt
38763,Entire home/apt
38765,Entire home/apt
38766,Not mentioned
38767,Not mentioned
38768,Not mentioned
38769,Not mentioned
38771,Entire home/apt
38773,Entire home/apt
38775,Entire home/apt
38776,Entire home/apt
38777,Not mentioned
38779,Entire home/apt
38781,Entire home/apt
38783,Entire home/apt
38784,Private room
38785,Not mentioned
38787,Entire home/apt
38788,Shared room
38789,Private room
38790,Not mentioned
38791,Not mentioned
38792,Entire home/apt
38793,Entire home/apt
38795,Entire home/apt
38796,Not mentioned
38797,Not mentioned
38799,Entire home/apt
38801,Entire home/apt
38802,Not mentioned
38804,Private room
38805,Not mentioned
38807,Entire home/apt
38808,Not mentioned
38810,Entire home/apt
38811,Not mentioned
38812,Not mentioned
38813,Not mentioned
38815,Entire home/apt
38817,Private room
38819,Entire home/apt
38820,Private room
38821,Entire home/apt
38822,Entire home/apt
38823,Private room
38824,Private room
38825,Private room
38826,Not mentioned
38827,Not mentioned
38828,Not mentioned
38830,Shared room
38832,Entire home/apt
38833,Not mentioned
38834,Not mentioned
38835,Not mentioned
38837,Entire home/apt
38838,Not mentioned
38839,Not mentioned
38840,Not mentioned
38841,Not mentioned
38842,Entire home/apt
38843,Entire home/apt
38844,Entire home/apt
38846,Entire home/apt
38847,Not mentioned
38848,Not mentioned
38849,Not mentioned
38851,Entire home/apt
38853,Entire home/apt
38854,Entire home/apt
38855,Private room
38856,Entire home/apt
38857,Private room
38858,Not mentioned
38860,Entire home/apt
38861,Entire home/apt
38862,Not mentioned
38863,Not mentioned
38864,Entire home/apt
38865,Not mentioned
38866,Not mentioned
38868,Private room
38869,Not mentioned
38870,Not mentioned
38871,Not mentioned
38873,Entire home/apt
38874,Private room
38875,Entire home/apt
38876,Not mentioned
38877,Not mentioned
38878,Not mentioned
38879,Not mentioned
38880,Not mentioned
38881,Entire home/apt
38882,Private room
38883,Entire home/apt
38884,Entire home/apt
38885,Not mentioned
38886,Not mentioned
38887,Not mentioned
38888,Not mentioned
38889,Not mentioned
38890,Entire home/apt
38891,Not mentioned
38892,Not mentioned
38893,Not mentioned
38894,Not mentioned
38895,Entire home/apt
38897,Entire home/apt
38898,Entire home/apt
38900,Entire home/apt
38901,Not mentioned
38902,Not mentioned
38903,Private room
38904,Not mentioned
38905,Entire home/apt
38906,Private room
38907,Entire home/apt
38908,Private room
38909,Not mentioned
38910,Entire home/apt
38911,Entire home/apt
38912,Entire home/apt
38913,Entire home/apt
38914,Entire home/apt
38915,Entire home/apt
38916,Entire home/apt
38917,Entire home/apt
38918,Entire home/apt
38919,Entire home/apt
38920,Entire home/apt
38921,Entire home/apt
38922,Entire home/apt
38923,Entire home/apt
38924,Entire home/apt
38925,Entire home/apt
38926,Not mentioned
38927,Not mentioned
38929,Entire home/apt
38930,Not mentioned
38932,Entire home/apt
38933,Not mentioned
38935,Entire home/apt
38936,Private room
38937,Not mentioned
38938,Not mentioned
38939,Not mentioned
38940,Not mentioned
38942,Entire home/apt
38943,Entire home/apt
38944,Entire home/apt
38945,Not mentioned
38946,Not mentioned
38948,Entire home/apt
38949,Not mentioned
38951,Private room
38952,Not mentioned
38953,Not mentioned
38955,Private room
38957,Private room
38958,Shared room
38959,Shared room
38960,Not mentioned
38961,Not mentioned
38962,Not mentioned
38963,Entire home/apt
38964,Not mentioned
38965,Not mentioned
38967,Private room
38968,Not mentioned
38969,Not mentioned
38971,Entire home/apt
38972,Not mentioned
38973,Not mentioned
38975,Private room
38977,Entire home/apt
38978,Entire home/apt
38979,Private room
38980,Private room
38981,Not mentioned
38982,Not mentioned
38983,Not mentioned
38984,Not mentioned
38985,Entire home/apt
38986,Entire home/apt
38988,Entire home/apt
38989,Shared room
38990,Private room
38991,Shared room
38992,Private room
38994,Entire home/apt
38995,Not mentioned
38997,Private room
38998,Not mentioned
38999,Entire home/apt
39000,Not mentioned
39002,Private room
39003,Not mentioned
39004,Not mentioned
39006,Entire home/apt
39007,Not mentioned
39008,Entire home/apt
39009,Not mentioned
39010,Not mentioned
39011,Not mentioned
39012,Not mentioned
39013,Not mentioned
39015,Entire home/apt
39017,Entire home/apt
39018,Private room
39019,Shared room
39020,Not mentioned
39021,Not mentioned
39022,Not mentioned
39023,Not mentioned
39024,Not mentioned
39025,Not mentioned
39026,Not mentioned
39027,Not mentioned
39028,Not mentioned
39029,Not mentioned
39030,Not mentioned
39031,Not mentioned
39033,Entire home/apt
39035,Entire home/apt
39036,Not mentioned
39037,Private room
39038,Not mentioned
39040,Private room
39041,Not mentioned
39042,Not mentioned
39043,Not mentioned
39044,Not mentioned
39045,Not mentioned
39046,Not mentioned
39048,Entire home/apt
39049,Private room
39050,Private room
39051,Private room
39052,Entire home/apt
39053,Not mentioned
39054,Not mentioned
39056,Entire home/apt
39057,Not mentioned
39058,Not mentioned
39059,Not mentioned
39060,Not mentioned
39062,Private room
39063,Shared room
39064,Shared room
39065,Entire home/apt
39066,Private room
39067,Entire home/apt
39068,Private room
39069,Entire home/apt
39070,Entire home/apt
39071,Private room
39072,Not mentioned
39073,Not mentioned
39075,Entire home/apt
39077,Entire home/apt
39078,Entire home/apt
39080,Entire home/apt
39081,Not mentioned
39082,Not mentioned
39083,Not mentioned
39084,Not mentioned
39085,Entire home/apt
39086,Private room
39088,Entire home/apt
39089,Entire home/apt
39090,Private room
39091,Not mentioned
39092,Not mentioned
39093,Not mentioned
39095,Entire home/apt
39096,Not mentioned
39097,Not mentioned
39098,Not mentioned
39099,Not mentioned
39101,Private room
39102,Shared room
39104,Entire home/apt
39106,Entire home/apt
39108,Entire home/apt
39109,Entire home/apt
39110,Shared room
39111,Shared room
39112,Not mentioned
39113,Not mentioned
39114,Not mentioned
39116,Entire home/apt
39117,Not mentioned
39118,Not mentioned
39120,Entire home/apt
39121,Not mentioned
39123,Entire home/apt
39124,Not mentioned
39126,Entire home/apt
39127,Entire home/apt
39128,Private room
39129,Shared room
39130,Private room
39131,Private room
39132,Shared room
39134,Entire home/apt
39135,Not mentioned
39136,Private room
39137,Not mentioned
39138,Not mentioned
39139,Entire home/apt
39140,Not mentioned
39142,Entire home/apt
39143,Not mentioned
39144,Not mentioned
39145,Not mentioned
39147,Shared room
39148,Entire home/apt
39150,Entire home/apt
39151,Entire home/apt
39152,Not mentioned
39153,Not mentioned
39155,Entire home/apt
39157,Entire home/apt
39158,Not mentioned
39159,Not mentioned
39160,Private room
39162,Entire home/apt
39163,Not mentioned
39164,Not mentioned
39165,Not mentioned
39166,Not mentioned
39168,Entire home/apt
39169,Not mentioned
39170,Not mentioned
39172,Private room
39173,Not mentioned
39174,Not mentioned
39175,Entire home/apt
39177,Entire home/apt
39178,Entire home/apt
39179,Entire home/apt
39180,Not mentioned
39182,Entire home/apt
39183,Entire home/apt
39185,Shared room
39186,Entire home/apt
39187,Not mentioned
39189,Entire home/apt
39190,Not mentioned
39191,Not mentioned
39192,Not mentioned
39193,Not mentioned
39194,Not mentioned
39196,Entire home/apt
39197,Entire home/apt
39198,Private room
39199,Private room
39200,Entire home/apt
39201,Entire home/apt
39202,Private room
39203,Shared room
39204,Not mentioned
39205,Not mentioned
39206,Not mentioned
39207,Not mentioned
39208,Not mentioned
39209,Not mentioned
39210,Not mentioned
39212,Entire home/apt
39213,Not mentioned
39214,Entire home/apt
39215,Private room
39217,Entire home/apt
39219,Entire home/apt
39220,Not mentioned
39221,Not mentioned
39222,Private room
39223,Entire home/apt
39224,Not mentioned
39226,Entire home/apt
39228,Entire home/apt
39230,Entire home/apt
39231,Not mentioned
39232,Not mentioned
39233,Not mentioned
39235,Entire home/apt
39236,Not mentioned
